Component Name,Level,Component Yield,BoM Quantity per Assembly,Quantity per Assembly,Quantity per Top Level Assembly,On Hand,Available,Back Ordered,On Order,Units,Average Cost,Description,Minimum Quantity
CD Labor Consumption,3,100,0,0,0,0,0,0,0,,,,
94000048,3,100,0,0,0,0,0,0,0,,,Hazardous Material Management,
92000019,3,100,0,0,0,0,0,0,0,,,Company Dress Code,
40000040,3,100,0,0,0,0,0,0,0,,,Stock Quantification,
9400002,3,100,0,0,0,0,0,0,0,,,Line Clearance Form,
9000510,3,100,0.99473,0.99473,1.392622,"5,205.67","5,205.67",0,0,milliliter,0.18057809,SHBG Cal/Cntl Matrix,
CD Labor Consumption,4,100,0,0,0,0,0,0,0,,,,
9400002,4,100,0,0,0,0,0,0,0,,,Line Clearance Form,
11000004,4,100,0.05,0.05,0.0696311,"3,936.30","3,700.30",0,0,gram,3.49140055,BSA - Charcoal Filtered,
11000071,4,100,0.0005,0.0005,0.00069631,98.29,87.39069,0,0,milliliter,0.5121579,Tween 20,
11000072,4,100,0.001,0.001,0.00139262,345.53,333.79352,0,0,milliliter,0.48438631,Proclin 300,
11000112,4,100,0.0001,0.0001,0.00013926,29.8335,29.2962309,0,0,milliliter,2.70032011,PMSF Solution,
11000138,4,100,0.01,0.01,0.01392622,"1,155","1,147.50",0,0,gram,0.06720346,Mannitol,
11000146,4,100,0.00385,0.00385,0.00536159,328.1,328.1,0,0,gram,0.1434014,Ammonium Acetate,
11000149,4,100,0,0,0,551.49,551.49,0,0,milliliter,0.30123846,Ammonium Hydroxide,
11000175,4,100,0.0015,0.0015,0.00208893,"2,447.27","2,447.27",0,0,gram,0.03800161,Calcium Chloride,
11000177,4,100,0.001,0.001,0.00139262,943,868,0,0,milliliter,0.1716755,Glycerol,
11000201,4,100,0.001,0.001,0.00139262,"1,423.57","1,423.57",0,0,milliliter,0.08618473,Ethylene Glycol,
15200013,4,100,0.001,0.001,0.00139262,"4,730.12","4,700.04",0,0,gram,0.70423372,Sodium Azide,
15200014,4,100,0,0,0,444.7,444.7,0,0,milliliter,0.08684506,Glacial Acetic Acid,
15200042,4,100,0.05,0.05,0.0696311,"5,200.21","4,969.79",0,0,gram,0.05507854,"Sucrose, Omni Pur",
92000019,4,100,0,0,0,0,0,0,0,,,Company Dress Code,
94000048,4,100,0,0,0,0,0,0,0,,,Hazardous Material Management,
9000502,3,100,0.00527,0.00527,0.007378,3.028,3.028,0,0,milliliter,850.161823,SHBG Spiking Solution,
CD Labor Consumption,4,100,0,0,0,0,0,0,0,,,,
94000048,4,100,0,0,0,0,0,0,0,,,Hazardous Material Management,
92000019,4,100,0,0,0,0,0,0,0,,,Company Dress Code,
11000222,4,100,1,1,0.007378,7,7,0,0,milligram,850,SHBG Antigen,
9400002,4,100,0,0,0,0,0,0,0,,,Line Clearance Form,
9000510,4,100,0.9,0.9,0.0066402,"5,205.67","5,205.67",0,0,milliliter,0.18057809,SHBG Cal/Cntl Matrix,
CD Labor Consumption,5,100,0,0,0,0,0,0,0,,,,
9400002,5,100,0,0,0,0,0,0,0,,,Line Clearance Form,
11000004,5,100,0.05,0.05,0.00033201,"3,936.30","3,700.30",0,0,gram,3.49140055,BSA - Charcoal Filtered,
11000071,5,100,0.0005,0.0005,0.00000332,98.29,87.39069,0,0,milliliter,0.5121579,Tween 20,
11000072,5,100,0.001,0.001,0.00000664,345.53,333.79352,0,0,milliliter,0.48438631,Proclin 300,
11000112,5,100,0.0001,0.0001,0.00000066,29.8335,29.2962309,0,0,milliliter,2.70032011,PMSF Solution,
11000138,5,100,0.01,0.01,0.0000664,"1,155","1,147.50",0,0,gram,0.06720346,Mannitol,
11000146,5,100,0.00385,0.00385,0.00002556,328.1,328.1,0,0,gram,0.1434014,Ammonium Acetate,
11000149,5,100,0,0,0,551.49,551.49,0,0,milliliter,0.30123846,Ammonium Hydroxide,
11000175,5,100,0.0015,0.0015,0.00000996,"2,447.27","2,447.27",0,0,gram,0.03800161,Calcium Chloride,
11000177,5,100,0.001,0.001,0.00000664,943,868,0,0,milliliter,0.1716755,Glycerol,
11000201,5,100,0.001,0.001,0.00000664,"1,423.57","1,423.57",0,0,milliliter,0.08618473,Ethylene Glycol,
15200013,5,100,0.001,0.001,0.00000664,"4,730.12","4,700.04",0,0,gram,0.70423372,Sodium Azide,
15200014,5,100,0,0,0,444.7,444.7,0,0,milliliter,0.08684506,Glacial Acetic Acid,
15200042,5,100,0.05,0.05,0.00033201,"5,200.21","4,969.79",0,0,gram,0.05507854,"Sucrose, Omni Pur",
92000019,5,100,0,0,0,0,0,0,0,,,Company Dress Code,
94000048,5,100,0,0,0,0,0,0,0,,,Hazardous Material Management,
9000505,1,100,1,1,1,478,127,0,0,Each,2.70502092,SHBG Control 1 Vial,
CD Labor Consumption,2,100,0,0,0,0,0,0,0,,,,
94000007-FRM,2,100,0,0,0,0,0,0,0,,,Manufacturing Equipment Repair Log,
94000071,2,100,0,0,0,0,0,0,0,,,Vial Component Filling and Labeling,
93000013,2,100,0,0,0,0,0,0,0,,,Microbial Testing Procedure,
92000034,2,100,0,0,0,0,0,0,0,,,Definition of Date of Manufacture,
92000009,2,100,0,0,0,0,0,0,0,,,"Inspections for Imprinting, Filling and",
92000008,2,100,0,0,0,0,0,0,0,,,Accountability for Mfg Areas,
92000007,2,100,0,0,0,0,0,0,0,,,Label Imprinting,
40000101,2,100,0,0,0,0,0,0,0,,,"Cal., Control, Verifier Value Assignment",
17000462,2,100,1,1,1,"14,080","13,180",0,"4,800",Each,0.93252273,Wheaton Amber S/T Bottle 5mL,
17000461,2,100,1,1,1,"7,415","7,115",0,900,Each,0.60339042,Wheaton I-LOC White Screw Cap,
9100005,2,100,0,0,0,0,0,0,0,,,Line Clearance,
9000489,2,100,1.4,1.4,1.4,674,674,0,0,milliliter,0.83507418,SHBG Control 1,
CD Labor Consumption,3,100,0,0,0,0,0,0,0,,,,
94000048,3,100,0,0,0,0,0,0,0,,,Hazardous Material Management,
92000019,3,100,0,0,0,0,0,0,0,,,Company Dress Code,
40000040,3,100,0,0,0,0,0,0,0,,,Stock Quantification,
9400002,3,100,0,0,0,0,0,0,0,,,Line Clearance Form,
9000510,3,100,0.9993,0.9993,1.39902,"5,205.67","5,205.67",0,0,milliliter,0.18057809,SHBG Cal/Cntl Matrix,
CD Labor Consumption,4,100,0,0,0,0,0,0,0,,,,
9400002,4,100,0,0,0,0,0,0,0,,,Line Clearance Form,
11000004,4,100,0.05,0.05,0.069951,"3,936.30","3,700.30",0,0,gram,3.49140055,BSA - Charcoal Filtered,
11000071,4,100,0.0005,0.0005,0.00069951,98.29,87.39069,0,0,milliliter,0.5121579,Tween 20,
11000072,4,100,0.001,0.001,0.00139902,345.53,333.79352,0,0,milliliter,0.48438631,Proclin 300,
11000112,4,100,0.0001,0.0001,0.0001399,29.8335,29.2962309,0,0,milliliter,2.70032011,PMSF Solution,
11000138,4,100,0.01,0.01,0.0139902,"1,155","1,147.50",0,0,gram,0.06720346,Mannitol,
11000146,4,100,0.00385,0.00385,0.00538623,328.1,328.1,0,0,gram,0.1434014,Ammonium Acetate,
11000149,4,100,0,0,0,551.49,551.49,0,0,milliliter,0.30123846,Ammonium Hydroxide,
11000175,4,100,0.0015,0.0015,0.00209853,"2,447.27","2,447.27",0,0,gram,0.03800161,Calcium Chloride,
11000177,4,100,0.001,0.001,0.00139902,943,868,0,0,milliliter,0.1716755,Glycerol,
11000201,4,100,0.001,0.001,0.00139902,"1,423.57","1,423.57",0,0,milliliter,0.08618473,Ethylene Glycol,
15200013,4,100,0.001,0.001,0.00139902,"4,730.12","4,700.04",0,0,gram,0.70423372,Sodium Azide,
15200014,4,100,0,0,0,444.7,444.7,0,0,milliliter,0.08684506,Glacial Acetic Acid,
15200042,4,100,0.05,0.05,0.069951,"5,200.21","4,969.79",0,0,gram,0.05507854,"Sucrose, Omni Pur",
92000019,4,100,0,0,0,0,0,0,0,,,Company Dress Code,
94000048,4,100,0,0,0,0,0,0,0,,,Hazardous Material Management,
9000502,3,100,0.00077,0.00077,0.001078,3.028,3.028,0,0,milliliter,850.161823,SHBG Spiking Solution,
CD Labor Consumption,4,100,0,0,0,0,0,0,0,,,,
94000048,4,100,0,0,0,0,0,0,0,,,Hazardous Material Management,
92000019,4,100,0,0,0,0,0,0,0,,,Company Dress Code,
11000222,4,100,1,1,0.001078,7,7,0,0,milligram,850,SHBG Antigen,
9400002,4,100,0,0,0,0,0,0,0,,,Line Clearance Form,
9000510,4,100,0.9,0.9,0.0009702,"5,205.67","5,205.67",0,0,milliliter,0.18057809,SHBG Cal/Cntl Matrix,
CD Labor Consumption,5,100,0,0,0,0,0,0,0,,,,
9400002,5,100,0,0,0,0,0,0,0,,,Line Clearance Form,
11000004,5,100,0.05,0.05,0.00004851,"3,936.30","3,700.30",0,0,gram,3.49140055,BSA - Charcoal Filtered,
11000071,5,100,0.0005,0.0005,0.00000049,98.29,87.39069,0,0,milliliter,0.5121579,Tween 20,
11000072,5,100,0.001,0.001,0.00000097,345.53,333.79352,0,0,milliliter,0.48438631,Proclin 300,
11000112,5,100,0.0001,0.0001,0.0000001,29.8335,29.2962309,0,0,milliliter,2.70032011,PMSF Solution,
11000138,5,100,0.01,0.01,0.0000097,"1,155","1,147.50",0,0,gram,0.06720346,Mannitol,
11000146,5,100,0.00385,0.00385,0.00000374,328.1,328.1,0,0,gram,0.1434014,Ammonium Acetate,
11000149,5,100,0,0,0,551.49,551.49,0,0,milliliter,0.30123846,Ammonium Hydroxide,
11000175,5,100,0.0015,0.0015,0.00000146,"2,447.27","2,447.27",0,0,gram,0.03800161,Calcium Chloride,
11000177,5,100,0.001,0.001,0.00000097,943,868,0,0,milliliter,0.1716755,Glycerol,
11000201,5,100,0.001,0.001,0.00000097,"1,423.57","1,423.57",0,0,milliliter,0.08618473,Ethylene Glycol,
15200013,5,100,0.001,0.001,0.00000097,"4,730.12","4,700.04",0,0,gram,0.70423372,Sodium Azide,
15200014,5,100,0,0,0,444.7,444.7,0,0,milliliter,0.08684506,Glacial Acetic Acid,
15200042,5,100,0.05,0.05,0.00004851,"5,200.21","4,969.79",0,0,gram,0.05507854,"Sucrose, Omni Pur",
92000019,5,100,0,0,0,0,0,0,0,,,Company Dress Code,
94000048,5,100,0,0,0,0,0,0,0,,,Hazardous Material Management,
9000504,1,100,1,1,1,846,556,0,0,Each,3.07958629,SHBG Calibrator Vial,
CD Labor Consumption,2,100,0,0,0,0,0,0,0,,,,
94000007-FRM,2,100,0,0,0,0,0,0,0,,,Manufacturing Equipment Repair Log,
94000071,2,100,0,0,0,0,0,0,0,,,Vial Component Filling and Labeling,
93000013,2,100,0,0,0,0,0,0,0,,,Microbial Testing Procedure,
92000034,2,100,0,0,0,0,0,0,0,,,Definition of Date of Manufacture,
92000009,2,100,0,0,0,0,0,0,0,,,"Inspections for Imprinting, Filling and",
92000008,2,100,0,0,0,0,0,0,0,,,Accountability for Mfg Areas,
92000007,2,100,0,0,0,0,0,0,0,,,Label Imprinting,
40000101,2,100,0,0,0,0,0,0,0,,,"Cal., Control, Verifier Value Assignment",
17000462,2,100,1,1,1,"14,080","13,180",0,"4,800",Each,0.93252273,Wheaton Amber S/T Bottle 5mL,
17000460,2,100,1,1,1,"4,429","4,129",0,"1,300",Each,0.26652969,Wheaton I-LOC Black Screw Cap,
9100005,2,100,0,0,0,0,0,0,0,,,Line Clearance,
9000488,2,100,1,1,1,494,494,0,0,milliliter,1.88054656,SHBG Cal B,
CD Labor Consumption,3,100,0,0,0,0,0,0,0,,,,
94000048,3,100,0,0,0,0,0,0,0,,,Hazardous Material Management,
92000019,3,100,0,0,0,0,0,0,0,,,Company Dress Code,
40000040,3,100,0,0,0,0,0,0,0,,,Stock Quantification,
9400002,3,100,0,0,0,0,0,0,0,,,Line Clearance Form,
