Component Name,Level,Component Yield,BoM Quantity per Assembly,Quantity per Assembly,Quantity per Top Level Assembly,On Hand,Available,Back Ordered,On Order,Units,Average Cost,Description,Minimum Quantity
17000528,1,100,2,2,2,130,107,0,0,Each,0.39246154,"Screw, M2.6 × 0.45 SHCS, RoHS",
17000527,1,100,1,1,1,144,119,0,40,Each,680,Photosensor Module,
17000526,1,100,1,1,1,311,297,0,0,Each,0.09475884,"O-ring, .208 ID x .348 OD",
17000525,1,100,8,8,8,"1,204","1,072",0,0,Each,0.1513206,Locking tie .070 Width,
17000523,1,100,1,1,1,54,43,0,0,Each,11.45,1/8 NPT x 1/4 Tube Check Valve,
17000522,1,100,0,0,0,74,67,0,0,Each,0.14783784,"Low Profile Cable Tie, 11 1/4 in x 0.18",
17000518,1,100,1,1,1,91,78,0,0,Each,0.10923077,1/4 Nylon Loop Clamp,
17000514,1,100,2,2,2,242,218,0,0,Each,0.08024793,2-56 x 9/16 SHCS Screw,
17000513,1,100,2,2,2,406,374,0,0,Each,0.02743842,#4 Washer 0.21 OD,
17000512,1,100,2,2,2,310,281,0,0,Each,0.21867742,4-40 x 3/16 set screw,
17000510,1,100,0.0015,0.0015,0.0015,1.9415,1.9265,0,0,Each,11.75379861,Double Sided Tape (Roll),
17000508,1,100,1,1,1,105,95,0,0,Each,0.20047619,Bulkhead Grommet,
17000506,1,100,1,1,1,58,44,0,0,Each,239.1868966,12VDC Motor with Shaft Adapter,
17000505,1,100,1,1,1,58,47,0,0,Each,6.075,90 PSI Safety Valve,
17000504,1,100,2,2,2,552,532,0,0,Each,0.0675,"Screw, M3 x 6, PHP",
17000484,1,100,1,1,1,72,62,0,0,Each,7.13,KNF Muffler,
17000483,1,100,1,1,1,48,37,0,75,Each,367.9808333,KNF Analyzer Pump,
17000469,1,100,0,0,0,6,6,0,0,Each,2.78,Thread Sealant Tape (Roll),
17000466,1,100,1,1,1,44,34,0,0,Each,1.54,Door Spring Clevis Pin,
17000405,1,100,13,13,13,354,158,0,0,Each,0.04237288,"O-Ring, A-007",
17000386,1,100,2,2,2,100,76,0,0,Each,0.0225,"Washer, Lock, #2",
17000381,1,100,1,1,1,81,70,0,100,Each,349.53,Door Spring,
17000377,1,100,1,1,1,33,22,0,0,Each,2.66,"Screw, Shoulder, 1/4 x 1-1/2, Self-locki",
17000371,1,100,2,2,2,92,72,0,0,Each,5.26,Knurled Thumb Screw,
17000364,1,100,1,1,1,68,56,0,0,Each,1.11,"Mount, Reservoir",
17000358,1,100,2,2,2,136,116,0,0,Each,1.58,Card Edge Guide,
17000355,1,100,1,1,1,92,81,0,0,Each,15.61978261,Reservoir Cartridge w/ Desiccant Dryer,
17000321,1,100,1,1,1,209,199,0,0,Each,0.02287081,"Washer #10, Split",
17000305,1,100,3,3,3,"3,294","3,169",0,0,Each,0.10037644,"Receptacle, 2 Pin, Closed End",
17000300,1,100,1,1,1,39,29,0,0,Each,0.16102564,"Screw, 10-32 x 5/8, PHP, SS",
17000292,1,100,1,1,1,130,120,0,0,Each,1.93,Fan Guard,
17000290,1,100,1,1,1,18,7,0,0,Each,22.5,DC Cooling Fan,
17000284,1,100,4,4,4,330,274,0,0,Each,0.04172727,"Screw, 4-40 x 1/2, SHCS, SS",
17000244,1,100,2,2,2,134,102,0,0,Each,0.065,"Screw, 6-32 x 1/4, PHP, SS",
17000194,1,100,0,0,0,2,2,0,0,Each,36.935,Threadlocker RoHS Compliant,
17000183,1,100,1,1,1,67,41,0,150,Each,0.08477612,"Washer, #8, Flat, SS",
17000145,1,100,1,1,1,273,262,0,0,Each,0.25336996,"Connector, 2 pin,",
17000142,1,100,4,4,4,161,115,0,0,Each,3.16906832,"Fitting, Elbow, 1/4 Tube x 1/4 Tube",
17000140,1,100,0,0,0,6,6,0,0,Each,17.41166667,"Lubricant, Flourinated, Krytox",
17000135,1,100,2,2,2,161,141,0,0,Each,1.87,"Standoff, 6-32 x .75, Hex, F-F, SS",
17000131,1,100,1,1,1,143,133,0,0,Each,0.17909091,"Clip, Wire .125",
17000130,1,100,1,1,1,108,98,0,0,Each,26.75,"Window, Optical, 20mm",
17000128,1,100,1,1,1,515,502,0,0,Each,0.05728155,"Washer, Flat, #4, SS",
17000127,1,100,2,2,2,832,812,0,0,Each,0.09760817,"Washer, .250 ID x .450 OD x .010, Teflon",
17000126,1,100,4,4,4,669,629,0,0,Each,0.11911809,"Washer, Flat, .247 ID x.093, Nylon",
17000125,1,100,4,4,4,279,239,0,0,Each,0.8578853,"Washer, #8, Shoulder, Nylon",
17000101,1,100,1,1,1,"1,064","1,048",0,0,Each,0.28833647,O-ring A-013,
17000099,1,100,2,2,2,986,954,0,0,Each,0.30051724,O-ring A-014,
17000098,1,100,2,2,2,406,373,0,0,Each,0.25349754,O-ring A-012,
17000097,1,100,4,4,4,80,16,0,0,Each,0.2,O-ring A-009,
17000094,1,100,2,2,2,184,152,0,0,Each,0.24255435,O-ring -011,
17000091,1,100,4,4,4,245,200,0,200,Each,0.99702041,"Foot, 1x1x.250, 3M#SJ5705",
17000073,1,100,9,9,9,264,153,0,0,Each,0.20390152,"Screw, 8-32 x 1/2, Button, Socket, Blk O",
17000068,1,100,4,4,4,192,148,0,0,Each,0.03375,"Nut, 6-32 x 5/16, M/S, Hex",
17000067,1,100,1,1,1,134,124,0,0,Each,0.035,"Nut, 10-32 x 3/8, M/S, Hex, SS",
17000066,1,100,6,6,6,131,59,0,0,Each,0.21732824,"Screw, 6-32x 3/4, Button, Socket, Blk Ox",
17000064,1,100,2,2,2,294,264,0,0,Each,0.15421769,"Screw, 4-40 x 1/4, Button, Socket, Blk O",
17000063,1,100,3,3,3,218,181,0,0,Each,0.03027523,"Nut, 4-40 x.1/4, M/S, Hex, SS",
17000062,1,100,6,6,6,150,72,0,0,Each,0.0988,"Screw, 4-40x 5/16, PanHd, Phil, SS",
17000061,1,100,4,4,4,340,300,0,0,Each,0.2025,"Washer, #4, Star, External, Zinc",
17000060,1,100,11,11,11,206,54,0,0,Each,0.01771845,"Washer, #8, Split Lock, Zinc",
17000059,1,100,23,23,23,441,146,0,0,Each,0.02072562,"Washer, #4, Split Lock, Zinc",
17000055,1,100,4,4,4,368,312,0,0,Each,0.10451087,"Screw, 8-32 x.3/4, Button, Socket, S.S.",
17000054,1,100,4,4,4,154,94,0,0,Each,0.16837662,"Screw, 6-32 x 1/2, Button, Socket, Blk O",
17000053,1,100,4,4,4,343,267,0,0,Each,0.10720117,"Screw, 4-40 x 3/8, Panhd, Phillips, SS",
17000048,1,100,14,14,14,335,161,0,0,Each,0.01820896,"Screw, 4-40 x 1/4, Panhd, Phillips, Zinc",
17000040,1,100,42.5,42.5,42.5,"9,503","8,917",0,0,Inch,0.02549511,"Tubing, Polyurethane, 1/4 OD, .045 Wall,",
17000039,1,100,22.5,22.5,22.5,"10,986.50","10,672.50",0,0,Inch,0.00969554,"Tubing, Polyurethane, 1/8 OD, .030 Wall,",
17000027,1,100,13,13,13,538,392,0,0,Each,0.015,"WASHER, #6, LOCK, Zinc Plated",
15241126,1,100,2,2,2,100,77,0,200,Each,13.3208,"Thermistor, 8-32",
15240154,1,100,1,1,1,153,131,0,5,Each,25.93777778,"Shield, Actuator",
15240052,1,100,1,1,1,142,129,0,0,Each,2.86457746,"Catch, Door Latch",
15240011,1,100,1,1,1,230,213,0,0,Each,2.375,"Actuator, Wash, Passive",
15220001,1,100,2,2,2,"173,334","173,094.97",5,0,Each,0.02819989,"Label, FastPack, Blank",
15210106,1,100,1,1,1,71,61,0,0,Each,22.61,PCB Assembly Shutter PhotoSensor,
15210102,1,100,1,1,1,150,137,0,0,Each,23.47,"PCB Assembly, Latch PhotoSensor",
15000471,1,100,1,1,1,162,152,0,0,Each,97.56,"Chassis, Analyzer",
15000468,1,100,1,1,1,77,65,0,0,Each,195,Manifold Plate IP,
15000467,1,100,1,1,1,111,99,0,0,Each,109.06,Main Heater IP,
15000466,1,100,2,2,2,298,274,0,0,Each,7.81573826,Door Latch Pro Cable,
15000455,1,100,1,1,1,156,144,0,0,Each,17.14621795,Pressure Transducer Mount,
15000451,1,100,1,1,1,161,149,0,0,Each,213.37,8 Valve Bank,
15000450,1,100,1,1,1,151,139,0,0,Each,187.42,7 Valve Bank,
15000343,1,100,1,1,1,90,78,0,0,Each,25.79,CPU II Back Plate,
15000342,1,100,1,1,1,159,147,0,0,Each,56,PMT Shutter Holder,
15000336,1,100,1,1,1,76,62,0,"2,600",Each,4.96,Seitz Motor Gear,
15000335,1,100,1,1,1,535,519,0,"2,100",Each,12.89,Magnet Carousel Gear,
15000322,1,100,1,1,1,154,142,0,0,Each,24.66785714,Motor Mount,
15000320,1,100,1,1,1,55,44,0,0,Each,31.22272727,Barcode Reader Bracket,
15000299,1,100,11,11,11,"1,262","1,130",0,0,Each,2.76916006,Acrylic Manifold Brass Fittings,
15000291,1,100,1,1,1,45,32,0,0,Each,16.7,Door Label IP II,
15000270,1,100,1,1,1,330,319,0,0,Each,168.38,EEC Magnet Carousel,
15000157,1,100,2,2,2,164,144,0,0,Each,3.17,"Bracket, PCA/Plate",
15000148,1,100,1,1,1,134,124,0,0,Each,21.8,"Cable, Door Interconnect",
15000147,1,100,1,1,1,93,83,0,0,Each,37.8783871,"Cable, Main Interconnect",
15000143,1,100,1,1,1,107,97,0,0,Each,14.25,"Bracket, Cable, Door",
15000142,1,100,1,1,1,106,96,0,0,Each,12.75,"Support, Cable, Door",
15000111,1,100,1,1,1,81,71,0,0,Each,49.92,"Clevis, Door Closer, Bearing",
15000110,1,100,1,1,1,157,147,0,0,Each,11.41,"Hinge, Clevis, Door",
15000066,1,100,1,1,1,89,76,0,40,Each,90.31820225,"Housing, Rear, Analyzer",
15000031,1,100,1,1,1,120,110,0,0,Each,25.7125,"Hinge Leaf, Door, Bearing",
15000030,1,100,1,1,1,113,103,0,0,Each,18.73699115,"Hinge, Door, Bearing",
13000042,1,100,1,1,1,127,115,0,0,Each,70.04866142,"PCA, Main Interconnect Pro",
13000025,1,100,1,1,1,245,233,0,0,Each,117.61,Pressure Transducer PCA,
13000024,1,100,1,1,1,131,116,0,50,Each,214.2349618,Analyzer CPU II,
13000012,1,100,1,1,1,139,129,0,0,Each,47.83,"PCA, Door Interconnect",
8000045,1,100,1,1,1,16,6,0,0,Each,120.46625,IP Front Housing Assembly,
15000235,2,100,1,1,1,46,46,0,0,Each,8.81,"Cable, Display",
15000250,2,100,1,1,1,218,215,0,0,Each,2.78,Display Cover,
15000253,2,100,1,1,1,69,68,0,0,Each,38.19492754,Door Cover,
15000293,2,100,1,1,1,29,26,0,0,Each,12.4,Analyzer IP Overlay,
17000412,2,100,1,1,1,164,163,0,500,Each,55.37756098,Vacuum Fluorescent Display w/Header,
17000430,2,100,3,3,3,164,161,0,0,Each,0.82371951,Display Cover Nut,
17000433,2,100,4,4,4,192,188,0,0,Each,0.08572917,"Screw, 2-56 x 3/16 self-tapping PHP, Zin",
CD Labor Consumption,2,100,0,0,0,0,0,0,0,,,,
7000030,1,100,1,1,1,16,6,0,0,Each,591.721875,Actuator Plate Assembly IP,
15000090,2,100,1,1,1,233,233,0,0,Each,20.54,"Hinge, Base, Left",
15000091,2,100,1,1,1,169,169,0,0,Each,16.02313609,"Hinge, Base, Right",
15000174,2,100,11,11,11,733,733,0,0,Each,3.22,"Screw, Shoulder, Actuator",
15000287,2,100,1,1,1,109,109,0,0,Each,17.7,Sample Valve Actuator IP,
15000288,2,100,1,1,1,82,79,0,0,Each,366.595,Actuator Plate IP,
15240003,2,100,1,1,1,167,167,0,0,Each,16.13347305,"Actuator Valve, Wash",
15240004,2,100,1,1,1,153,153,0,0,Each,19.19084967,"Actuator, Valve, Waste",
15240005,2,100,2,2,2,327,327,0,0,Each,14.18,"Actuator, Substrate-Antibody",
15240006,2,100,4,4,4,363,363,0,0,Each,10.4568595,"Actuator, Clamp",
15240009,2,100,1,1,1,82,82,0,0,Each,14.64158537,"Actuator, Sample",
15240010,2,100,1,1,1,114,114,0,0,Each,14.31807018,"Actuator, Wash",
17000052,2,100,1,1,1,396,390,0,0,Each,0.0825,"Screw, 4-40 x 1, Cap, Socket, Blk Oxide",
17000057,2,100,4,4,4,124,104,0,0,Each,0.20983871,"Screw, 8-32 x 3/4, Flathd, Socket, Blk O",
17000059,2,100,1,1,1,441,146,0,0,Each,0.02072562,"Washer, #4, Split Lock, Zinc",
17000115,2,100,11,11,11,"1,686","1,675",0,0,Each,0.49351127,"Spring, Piston, Actuator",
17000140,2,100,0,0,0,6,6,0,0,Each,17.41166667,"Lubricant, Flourinated, Krytox",
17000194,2,100,0,0,0,2,2,0,0,Each,36.935,Threadlocker RoHS Compliant,
17000513,2,100,1,1,1,406,374,0,0,Each,0.02743842,#4 Washer 0.21 OD,
CD Labor Consumption,2,100,0,0,0,0,0,0,0,,,,
7000027,1,100,1,1,1,21,11,0,0,Each,644.4057143,Door Assembly IP,
15000257,2,100,1,1,1,69,55,0,0,Each,72.25,Shutter Cylinder,
15000277,2,100,1,1,1,61,61,0,0,Each,287.34,Door Plate IP,
15000278,2,100,1,1,1,162,162,0,0,Each,49.25,Door Insert,
15000279,2,100,1,1,1,168,168,0,0,Each,48.81517857,Shutter Holder B IP,
15000280,2,100,1,1,1,164,164,0,0,Each,85.5,Door Heater IP,
15240055,2,100,1,1,1,198,198,0,0,Each,18.38,"Tube, Reflector, Stainless Steel",
15240150,2,100,1,1,1,46,45,0,0,Each,49.5,Shutter Blade Assembly,
15240151,2,100,1,1,1,82,82,0,0,Each,26.33,Shutter Holder A,
17000021,2,100,4,4,4,476,460,0,0,Each,0.0662395,"SCREW, 6-32 X 5/16, PH, PHILLIPS",
17000043,2,100,6,6,6,318,318,0,0,Each,0.07349057,"Screw, 8-32 x 3/8, Socket, Flathd, SS",
17000053,2,100,5,5,5,343,267,0,0,Each,0.10720117,"Screw, 4-40 x 3/8, Panhd, Phillips, SS",
17000058,2,100,2,2,2,36,36,0,0,Each,1.0125,"Set Screw, 8-32 x 1/2, Nylon Tip",
17000059,2,100,5,5,5,441,146,0,0,Each,0.02072562,"Washer, #4, Split Lock, Zinc",
17000089,2,100,1,1,1,98,98,0,0,Each,1.50193878,"Ftg, Elbow, 10-32 M to 1/8 OD Tube",
17000098,2,100,1,1,1,406,373,0,0,Each,0.25349754,O-ring A-012,
17000140,2,100,0,0,0,6,6,0,0,Each,17.41166667,"Lubricant, Flourinated, Krytox",
17000194,2,100,0,0,0,2,2,0,0,Each,36.935,Threadlocker RoHS Compliant,
17000445,2,100,1,1,1,318,317,0,0,Each,0.23267296,"3/32 E-Clip, SS",
17000516,2,100,1,1,1,54,54,0,0,Each,1.70814815,"Threaded Flow Restrictor, 10-32 x 0.010",
CD Labor Consumption,2,100,0,0,0,0,0,0,0,,,,
7000021,1,100,1,1,1,21,11,0,0,Each,149.4628571,Door Latch Assembly,
15000237,2,100,1,1,1,114,113,0,0,Each,124.225,Door Latch Cylinder,
15000300,2,100,1,1,1,109,109,0,0,Each,22.5,Door Latch Wedge,
17000067,2,100,1,1,1,134,124,0,0,Each,0.035,"Nut, 10-32 x 3/8, M/S, Hex, SS",
17000320,2,100,1,1,1,107,107,0,0,Each,2.68,"Ftg, Adapter, 10-32 to 1/8 in. OD",
17000321,2,100,1,1,1,209,199,0,0,Each,0.02287081,"Washer #10, Split",
CD Labor Consumption,2,100,0,0,0,0,0,0,0,,,,
7000036,1,100,1,1,1,0,0,2,0,Each,,"Assembly, IP Valve Plate",
15000473,1,100,1,1,1,0,0,2,0,Each,,"7-Valve Bank, Connectorized",
15000474,1,100,1,1,1,0,0,2,0,Each,,"8-Valve Bank, Connectorized",
